;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
469;AW_221120;2020-11-22 15:11:18.654314;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.718;3.062;1.655;15:11:18.6543148;{'SpineBase': [-1.74825573, 0.6909275, 3.205295], 'SpineMid': [-1.71821141, 0.917560935, 3.06203723], 'Neck': [-1.68265772, 1.13726771, 2.91105437], 'Head': [-1.674639, 1.21500945, 2.86774039], 'ShoulderLeft': [-1.79179168, 1.01623619, 2.88010669], 'ElbowLeft': [-1.8770119, 0.8324427, 2.96672416], 'WristLeft': [-1.88438034, 0.6554235, 3.01349], 'HandLeft': [-1.88639235, 0.6105046, 3.03017974], 'ShoulderRight': [-1.57472467, 1.08746147, 3.01460814], 'ElbowRight': [-1.55003881, 0.947232664, 3.18016386], 'WristRight': [-1.50007915, 0.7488755, 3.27152729], 'HandRight': [-1.480992, 0.6673697, 3.301702], 'HipLeft': [-1.78027272, 0.6762131, 3.15125871], 'KneeLeft': [-1.76062119, 0.3925254, 3.269055], 'FootLeft': [-1.7092452, 0.0728091151, 3.317517], 'HipRight': [-1.68660688, 0.693641245, 3.2050488], 'KneeRight': [-1.73916471, 0.311871827, 3.361765], 'AnkleRight': [-1.7026974, -0.05157918, 3.53727984], 'FootRight': [-1.64351428, -0.11301443, 3.47550845], 'SpineShoulder': [-1.69260263, 1.08343875, 2.950317], 'HandTipLeft': [-1.89011753, 0.5520222, 3.06203246], 'ThumbLeft': [-1.89795685, 0.614712834, 3.0062], 'HandTipRight': [-1.46641028, 0.6192697, 3.3235786], 'ThumbRight': [-1.44240594, 0.6279664, 3.30833316]};0;0;0;0.471;Undefined;-121.780;1.718;3.062;13.220;1.575;3.015;1.792;2.880;1.693;2.950
470;AW_221120;2020-11-22 15:11:18.888704;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.687;3.034;1.632;15:11:18.8887043;{'SpineBase': [-1.701371, 0.664674044, 3.18000054], 'SpineMid': [-1.686909, 0.89806813, 3.03364563], 'Neck': [-1.66564918, 1.12379181, 2.8777616], 'Head': [-1.65731108, 1.20091629, 2.83519244], 'ShoulderLeft': [-1.75972557, 0.9904708, 2.84594], 'ElbowLeft': [-1.8524121, 0.807175159, 2.92588115], 'WristLeft': [-1.86518943, 0.636776149, 2.9749074], 'HandLeft': [-1.86448741, 0.5817432, 2.99154949], 'ShoulderRight': [-1.55352938, 1.06149316, 2.98533678], 'ElbowRight': [-1.52927291, 0.9318072, 3.15828061], 'WristRight': [-1.47649646, 0.7348793, 3.25105143], 'HandRight': [-1.45866048, 0.6554495, 3.28541374], 'HipLeft': [-1.73237717, 0.6459705, 3.125438], 'KneeLeft': [-1.72401989, 0.350055873, 3.218231], 'FootLeft': [-1.66168761, -0.0984736, 3.477252], 'HipRight': [-1.64095092, 0.671809435, 3.17987], 'KneeRight': [-1.66813374, 0.292140454, 3.34912777], 'AnkleRight': [-1.7083565, -0.00326203066, 3.55093431], 'FootRight': [-1.65352464, -0.0988795757, 3.51560378], 'SpineShoulder': [-1.67197955, 1.06848907, 2.91855574], 'HandTipLeft': [-1.86630046, 0.5280392, 3.02796483], 'ThumbLeft': [-1.84291434, 0.546328247, 3.02125], 'HandTipRight': [-1.4558723, 0.6096106, 3.32027], 'ThumbRight': [-1.421312, 0.640677869, 3.26666665]};-25;-10;15;0.482;Undefined;-124.060;1.687;3.034;10.940;1.554;2.985;1.760;2.846;1.672;2.919
471;AW_221120;2020-11-22 15:11:19.121113;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.651;3.021;1.616;15:11:19.1211135;{'SpineBase': [-1.6526072, 0.649074256, 3.16860723], 'SpineMid': [-1.65111375, 0.883080542, 3.02101254], 'Neck': [-1.64179647, 1.10999739, 2.8637166], 'Head': [-1.62661242, 1.18940949, 2.8129518], 'ShoulderLeft': [-1.736556, 0.978191555, 2.82501316], 'ElbowLeft': [-1.81820309, 0.7831694, 2.89363647], 'WristLeft': [-1.81553614, 0.6240718, 2.94082475], 'HandLeft': [-1.80664456, 0.576698, 2.95756578], 'ShoulderRight': [-1.53832853, 1.05926132, 2.97628784], 'ElbowRight': [-1.50213265, 0.8985018, 3.12334824], 'WristRight': [-1.45310962, 0.7205534, 3.23649955], 'HandRight': [-1.436415, 0.6446276, 3.26954436], 'HipLeft': [-1.68160832, 0.623546, 3.11548352], 'KneeLeft': [-1.6746515, 0.27897802, 3.269591], 'AnkleLeft': [-1.70846415, -0.0261631943, 3.46607447], 'FootLeft': [-1.636863, -0.09704329, 3.401232], 'HipRight': [-1.59308183, 0.663066745, 3.166309], 'KneeRight': [-1.51732373, 0.302364349, 3.35151339], 'AnkleRight': [-1.57332182, 0.0269490015, 3.590807], 'FootRight': [-1.566559, -0.0565795675, 3.57253718], 'SpineShoulder': [-1.64530611, 1.05414975, 2.90442371], 'HandTipLeft': [-1.813118, 0.516881943, 3.00901532], 'ThumbLeft': [-1.77866673, 0.5611329, 2.90185714], 'HandTipRight': [-1.42580187, 0.5989374, 3.29273438], 'ThumbRight': [-1.399291, 0.6333126, 3.25175]};0;0;0;0.484;Undefined;-127.350;1.651;3.021;7.650;1.538;2.976;1.737;2.825;1.645;2.904
472;AW_221120;2020-11-22 15:11:19.321477;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.601;2.998;1.669;15:11:19.3214778;{'SpineBase': [-1.60286427, 0.64783746, 3.15074468], 'SpineMid': [-1.60118628, 0.877529, 2.99793744], 'Neck': [-1.592363, 1.10099077, 2.837453], 'Head': [-1.56143737, 1.19804859, 2.78829885], 'ShoulderLeft': [-1.67765594, 0.9694958, 2.79964423], 'ElbowLeft': [-1.758943, 0.7778938, 2.88034058], 'WristLeft': [-1.7559098, 0.6103101, 2.92905927], 'HandLeft': [-1.73916209, 0.550815642, 2.94827938], 'ShoulderRight': [-1.47704554, 1.05218077, 2.953684], 'ElbowRight': [-1.45435, 0.900630355, 3.112962], 'HipLeft': [-1.633613, 0.6227886, 3.09406686], 'KneeLeft': [-1.64312541, 0.255619079, 3.26954913], 'AnkleLeft': [-1.7031548, -0.0538158752, 3.47815013], 'FootLeft': [-1.63176835, -0.124412581, 3.41391087], 'HipRight': [-1.54368854, 0.661336362, 3.151499], 'KneeRight': [-1.43454063, 0.337142617, 3.35829544], 'AnkleRight': [-1.33988655, 0.03354992, 3.59738231], 'FootRight': [-1.24902344, -0.0181121826, 3.57617188], 'SpineShoulder': [-1.59576213, 1.04614913, 2.87909842], 'HandTipLeft': [-1.73001659, 0.492800266, 2.96687531], 'ThumbLeft': [-1.76007819, 0.509909749, 2.96771455], 'HandTipRight': [-1.384061, 0.601727664, 3.284064], 'ThumbRight': [-1.3712213, 0.6346878, 3.25657153]};-20;-15;0;0.482;Undefined;-127.520;1.601;2.998;7.480;1.477;2.954;1.678;2.800;1.596;2.879
473;AW_221120;2020-11-22 15:11:19.521902;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.498;3.005;1.612;15:11:19.5219028;{'SpineBase': [-1.50529706, 0.6357348, 3.15253687], 'SpineMid': [-1.498192, 0.867079, 3.005091], 'Neck': [-1.48536921, 1.09175026, 2.84928036], 'Head': [-1.46481609, 1.19780171, 2.7933557], 'ShoulderLeft': [-1.58810532, 0.9616753, 2.80963874], 'ElbowLeft': [-1.66832, 0.769413531, 2.89317584], 'WristLeft': [-1.67348087, 0.607646644, 2.93818521], 'HandLeft': [-1.66334856, 0.5534282, 2.959913], 'ShoulderRight': [-1.37189519, 1.04815829, 2.96296716], 'ElbowRight': [-1.36084163, 0.8930944, 3.12133455], 'WristRight': [-1.31839633, 0.6995904, 3.23071384], 'HandRight': [-1.30967689, 0.638689637, 3.26632524], 'HipLeft': [-1.538544, 0.6140424, 3.092716], 'KneeLeft': [-1.59572852, 0.2526777, 3.26222968], 'AnkleLeft': [-1.6992321, -0.051724568, 3.4833076], 'FootLeft': [-1.66237688, -0.129639655, 3.47422338], 'HipRight': [-1.44479382, 0.646035135, 3.15585947], 'KneeRight': [-1.36323762, 0.397117049, 3.334993], 'AnkleRight': [-1.28130245, 0.0723190755, 3.56636453], 'FootRight': [-1.1977849, -0.0102200136, 3.56581378], 'SpineShoulder': [-1.48956966, 1.03665888, 2.88982558], 'HandTipLeft': [-1.66195309, 0.4945834, 2.985082], 'ThumbLeft': [-1.68173, 0.494278282, 2.99033356], 'HandTipRight': [-1.28604674, 0.59569025, 3.29791164], 'ThumbRight': [-1.263804, 0.6116457, 3.27849984]};-30;-15;-5;0.480;Undefined;-125.340;1.498;3.005;9.660;1.372;2.963;1.588;2.810;1.490;2.890
474;AW_221120;2020-11-22 15:11:19.754288;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.361;3.027;1.652;15:11:19.7542882;{'SpineBase': [-1.363872, 0.665933847, 3.17026424], 'SpineMid': [-1.36058414, 0.899399042, 3.026626], 'Neck': [-1.35223413, 1.12590361, 2.87461233], 'Head': [-1.32720625, 1.23274446, 2.8197186], 'ShoulderLeft': [-1.44427681, 0.998948336, 2.84319472], 'ElbowLeft': [-1.52886057, 0.806025445, 2.9233284], 'WristLeft': [-1.51967776, 0.635152757, 2.984659], 'HandLeft': [-1.50991011, 0.5884155, 3.00490665], 'ShoulderRight': [-1.2265507, 1.08769476, 2.989831], 'ElbowRight': [-1.2069689, 0.9382325, 3.15302157], 'WristRight': [-1.163339, 0.7540157, 3.25850987], 'HandRight': [-1.12626684, 0.6805773, 3.297213], 'HipLeft': [-1.39865577, 0.6483085, 3.110686], 'KneeLeft': [-1.51577318, 0.269101441, 3.26515722], 'AnkleLeft': [-1.67782915, -0.0413382463, 3.47540116], 'FootLeft': [-1.645183, -0.121246457, 3.46098471], 'HipRight': [-1.3042624, 0.6714857, 3.17223144], 'KneeRight': [-1.27235019, 0.3953868, 3.38042116], 'AnkleRight': [-1.24566948, 0.03358303, 3.60221338], 'FootRight': [-1.1732589, -0.04859195, 3.6041007], 'SpineShoulder': [-1.35522175, 1.0703944, 2.91423655], 'HandTipLeft': [-1.50385785, 0.523344159, 3.01897717], 'ThumbLeft': [-1.50857234, 0.544448, 2.992], 'HandTipRight': [-1.10629416, 0.6362281, 3.31899619], 'ThumbRight': [-1.13306665, 0.6439941, 3.297143]};-20;-10;-5;0.479;Undefined;-123.960;1.361;3.027;11.040;1.227;2.990;1.444;2.843;1.355;2.914
475;AW_221120;2020-11-22 15:11:19.954734;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.271;3.047;1.644;15:11:19.9547344;{'SpineBase': [-1.28351057, 0.682971537, 3.19060683], 'SpineMid': [-1.27085, 0.9150918, 3.04713726], 'Neck': [-1.2533344, 1.1402967, 2.89506483], 'Head': [-1.22658646, 1.24955511, 2.83179426], 'ShoulderLeft': [-1.35911715, 1.02737892, 2.858251], 'ElbowLeft': [-1.42065692, 0.8246646, 2.9385078], 'WristLeft': [-1.40747213, 0.6427801, 2.99484754], 'HandLeft': [-1.39573944, 0.5912064, 3.01288557], 'ShoulderRight': [-1.126221, 1.10297108, 3.0092237], 'ElbowRight': [-1.09055269, 0.9592032, 3.1748085], 'WristRight': [-1.031295, 0.766207457, 3.27902412], 'HandRight': [-0.987161338, 0.687024534, 3.31692314], 'HipLeft': [-1.3200525, 0.667396247, 3.132789], 'KneeLeft': [-1.40086353, 0.264092177, 3.26525], 'AnkleLeft': [-1.58026981, -0.03550781, 3.46598935], 'FootLeft': [-1.53306484, -0.110815562, 3.44373345], 'HipRight': [-1.22353077, 0.6860845, 3.19023442], 'KneeRight': [-1.23942459, 0.404115915, 3.39116716], 'AnkleRight': [-1.23203826, 0.0319188535, 3.607373], 'FootRight': [-1.17251468, -0.0377750732, 3.601647], 'SpineShoulder': [-1.25855839, 1.0851177, 2.93474078], 'HandTipLeft': [-1.3955313, 0.5238678, 3.023129], 'ThumbLeft': [-1.37321174, 0.5962066, 3.0176003], 'HandTipRight': [-0.969878, 0.64027226, 3.33754826], 'ThumbRight': [-0.9926352, 0.650588334, 3.31612515]};-15;-10;-5;0.477;Undefined;-122.950;1.271;3.047;12.050;1.126;3.009;1.359;2.858;1.259;2.935
476;AW_221120;2020-11-22 15:11:20.155209;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.213;3.046;1.686;15:11:20.1552093;{'SpineBase': [-1.23940635, 0.6873811, 3.19545245], 'SpineMid': [-1.2131573, 0.9229876, 3.04594135], 'Neck': [-1.18035173, 1.1533854, 2.88494], 'Head': [-1.15884626, 1.25256, 2.8320744], 'ShoulderLeft': [-1.305382, 1.03145444, 2.86119175], 'ElbowLeft': [-1.37277842, 0.833034635, 2.94599581], 'WristLeft': [-1.35834074, 0.646697, 2.994161], 'HandLeft': [-1.34312594, 0.582284153, 3.027221], 'ShoulderRight': [-1.06712949, 1.10023546, 3.01332164], 'ElbowRight': [-1.03506446, 0.9521006, 3.17592716], 'WristRight': [-0.978070736, 0.764583647, 3.2670188], 'HandRight': [-0.9452617, 0.6805944, 3.29099679], 'HipLeft': [-1.27666473, 0.6724569, 3.138251], 'KneeLeft': [-1.29422832, 0.285947621, 3.31929779], 'AnkleLeft': [-1.31775308, -0.05322836, 3.49252868], 'FootLeft': [-1.2578125, -0.108886719, 3.5], 'HipRight': [-1.17929852, 0.689709842, 3.19402671], 'KneeRight': [-1.22512841, 0.3924857, 3.35922313], 'AnkleRight': [-1.223286, 0.0266572069, 3.60251045], 'FootRight': [-1.18724167, -0.07910247, 3.545248], 'SpineShoulder': [-1.18952215, 1.09678459, 2.927125], 'HandTipLeft': [-1.34227192, 0.5155084, 3.0389328], 'ThumbLeft': [-1.362457, 0.550228357, 3.01315761], 'HandTipRight': [-0.920429051, 0.6346638, 3.30955362], 'ThumbRight': [-0.954140365, 0.6425102, 3.29125]};-20;-15;-10;0.492;Undefined;-122.560;1.213;3.046;12.440;1.067;3.013;1.305;2.861;1.190;2.927
477;AW_221120;2020-11-22 15:11:20.397519;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.187;3.042;1.703;15:11:20.3975195;{'SpineBase': [-1.200278, 0.6760288, 3.184939], 'SpineMid': [-1.18672526, 0.911131263, 3.04173684], 'Neck': [-1.16704214, 1.13944614, 2.88922071], 'Head': [-1.132749, 1.24936688, 2.82673717], 'ShoulderLeft': [-1.26893175, 1.01657033, 2.84669685], 'ElbowLeft': [-1.34153664, 0.8189602, 2.929045], 'WristLeft': [-1.33713126, 0.6355256, 2.978353], 'HandLeft': [-1.32890892, 0.587722, 2.99561977], 'ShoulderRight': [-1.04742265, 1.0906775, 3.01098919], 'ElbowRight': [-1.02937257, 0.9311098, 3.165364], 'WristRight': [-0.979641557, 0.7386899, 3.25197768], 'HandRight': [-0.965622962, 0.6597125, 3.274689], 'HipLeft': [-1.23489892, 0.658667, 3.12595153], 'KneeLeft': [-1.2274878, 0.3293561, 3.27132416], 'FootLeft': [-1.16722333, -0.1096645, 3.50280261], 'HipRight': [-1.14334059, 0.680585742, 3.1849153], 'AnkleRight': [-1.204195, -0.0104337977, 3.58307552], 'FootRight': [-1.14069211, -0.0921621, 3.533503], 'SpineShoulder': [-1.17287838, 1.08362234, 2.92897], 'HandTipLeft': [-1.32104111, 0.52181375, 3.01253319], 'ThumbLeft': [-1.3500545, 0.5995953, 2.9599998], 'HandTipRight': [-0.9459415, 0.6122251, 3.291112], 'ThumbRight': [-0.9687623, 0.627236247, 3.26188874]};-20;-25;0;0.482;Undefined;-126.560;1.187;3.042;8.440;1.047;3.011;1.269;2.847;1.173;2.929
478;AW_221120;2020-11-22 15:11:20.621497;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.169;3.019;1.676;15:11:20.6214974;{'SpineBase': [-1.17463291, 0.661069632, 3.163418], 'SpineMid': [-1.16874135, 0.8971279, 3.01903844], 'Neck': [-1.15832376, 1.1256336, 2.864421], 'Head': [-1.125231, 1.23982131, 2.809996], 'ShoulderLeft': [-1.25319588, 0.995198369, 2.82111049], 'ElbowLeft': [-1.32706571, 0.7951233, 2.89722], 'WristLeft': [-1.32057989, 0.6299757, 2.945285], 'HandLeft': [-1.30821264, 0.582782269, 2.97332764], 'ShoulderRight': [-1.04327929, 1.07955015, 2.99533272], 'ElbowRight': [-1.03230143, 0.919013858, 3.14917684], 'WristRight': [-0.991125345, 0.7363606, 3.24385548], 'HandRight': [-0.9782283, 0.653778553, 3.27728558], 'HipLeft': [-1.20723283, 0.644055665, 3.102554], 'AnkleLeft': [-1.21805418, -0.0224855226, 3.4988358], 'FootLeft': [-1.15590024, -0.108290516, 3.500421], 'HipRight': [-1.11991823, 0.665689945, 3.165007], 'KneeRight': [-1.16518629, 0.281039655, 3.35345316], 'AnkleRight': [-1.19914162, -0.00653808471, 3.577303], 'FootRight': [-1.14441121, -0.0799047649, 3.551031], 'SpineShoulder': [-1.1617012, 1.06970274, 2.904905], 'HandTipLeft': [-1.30370927, 0.516478, 2.98252583], 'ThumbLeft': [-1.32111323, 0.570896149, 2.92445445], 'HandTipRight': [-0.9629728, 0.6073548, 3.302905], 'ThumbRight': [-0.9812959, 0.6130505, 3.25950027]};-10;-20;5;0.484;Undefined;-129.690;1.169;3.019;5.310;1.043;2.995;1.253;2.821;1.162;2.905
479;AW_221120;2020-11-22 15:11:20.828024;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.152;3.009;1.674;15:11:20.8280249;{'SpineBase': [-1.154524, 0.6532156, 3.15610623], 'SpineMid': [-1.1521157, 0.8895028, 3.00895548], 'Neck': [-1.14524734, 1.118493, 2.85292482], 'Head': [-1.108652, 1.23191631, 2.79692578], 'ShoulderLeft': [-1.23328435, 0.983565569, 2.80641985], 'ElbowLeft': [-1.30727172, 0.7811716, 2.877267], 'WristLeft': [-1.30155277, 0.6185523, 2.923466], 'HandLeft': [-1.28571379, 0.570103049, 2.954327], 'ShoulderRight': [-1.03357518, 1.07329845, 2.98424816], 'ElbowRight': [-1.02802265, 0.9172713, 3.14216638], 'WristRight': [-0.9816124, 0.7267769, 3.255458], 'HandRight': [-0.96343863, 0.6453757, 3.274212], 'HipLeft': [-1.186995, 0.633720934, 3.09626985], 'KneeLeft': [-1.19473445, 0.266919166, 3.282047], 'AnkleLeft': [-1.21955812, -0.0523163639, 3.49549365], 'FootLeft': [-1.14748931, -0.11959476, 3.43306661], 'HipRight': [-1.10011828, 0.660236835, 3.15656948], 'KneeRight': [-1.0344336, 0.347168148, 3.33234835], 'AnkleRight': [-1.057649, 0.020541802, 3.61412644], 'FootRight': [-1.02693689, -0.05937405, 3.58597445], 'SpineShoulder': [-1.1477524, 1.06241786, 2.89363623], 'HandTipLeft': [-1.28259254, 0.505451739, 2.96684718], 'ThumbLeft': [-1.28915322, 0.5582563, 2.89925], 'HandTipRight': [-0.942509353, 0.59772867, 3.30615854], 'ThumbRight': [-0.9970903, 0.6290819, 3.19881821]};-15;-20;-5;0.486;Undefined;-131.680;1.152;3.009;3.320;1.034;2.984;1.233;2.806;1.148;2.894
480;AW_221120;2020-11-22 15:11:21.064984;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;1.091;3.011;1.689;15:11:21.0649847;{'SpineBase': [-1.08714545, 0.652478158, 3.16162777], 'SpineMid': [-1.09056294, 0.8859056, 3.01136613], 'Neck': [-1.08949423, 1.11221445, 2.8526125], 'Head': [-1.0507319, 1.22767866, 2.80105019], 'ShoulderLeft': [-1.18046391, 0.97731775, 2.81036162], 'ElbowLeft': [-1.25284815, 0.7743802, 2.881582], 'WristLeft': [-1.24831557, 0.611284435, 2.92495179], 'HandLeft': [-1.227863, 0.5648169, 2.96228027], 'ShoulderRight': [-0.971057951, 1.06548941, 2.98336363], 'ElbowRight': [-0.968628168, 0.910124362, 3.14172888], 'HipLeft': [-1.12246871, 0.6306232, 3.10223222], 'KneeLeft': [-1.172611, 0.265268266, 3.27687788], 'AnkleLeft': [-1.21846235, -0.0484826453, 3.49632549], 'FootLeft': [-1.1828779, -0.121046387, 3.494549], 'HipRight': [-1.031108, 0.6620606, 3.1611588], 'KneeRight': [-0.918104, 0.327611923, 3.3996532], 'AnkleRight': [-0.802520752, 0.0290148258, 3.62080669], 'FootRight': [-0.740501463, -0.030583404, 3.603153], 'SpineShoulder': [-1.09054756, 1.05679, 2.89396334], 'HandTipLeft': [-1.22585082, 0.498855382, 2.9759624], 'ThumbLeft': [-1.20296657, 0.59464407, 2.9847393], 'HandTipRight': [-0.9049603, 0.5906, 3.308495], 'ThumbRight': [-0.924957454, 0.6201767, 3.242]};-15;-25;5;0.485;Undefined;-129.560;1.091;3.011;5.440;0.971;2.983;1.180;2.810;1.091;2.894
481;AW_221120;2020-11-22 15:11:21.287409;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;0.974;3.036;1.660;15:11:21.2874091;{'SpineBase': [-0.976204, 0.650669754, 3.177749], 'SpineMid': [-0.9742352, 0.888601363, 3.035904], 'Neck': [-0.968733966, 1.119298, 2.885195], 'Head': [-0.9392338, 1.23527992, 2.82817268], 'ShoulderLeft': [-1.06439686, 0.9851656, 2.84452152], 'ElbowLeft': [-1.1245476, 0.783186853, 2.92775726], 'WristLeft': [-1.11652827, 0.5715328, 3.00361848], 'HandLeft': [-1.11487556, 0.5152181, 3.04121137], 'ShoulderRight': [-0.852212667, 1.07463717, 3.01016879], 'ElbowRight': [-0.84231627, 0.922399163, 3.17098331], 'WristRight': [-0.8042793, 0.7304917, 3.28448653], 'HandRight': [-0.792996168, 0.647586763, 3.31309271], 'HipLeft': [-1.014813, 0.6318196, 3.11555815], 'KneeLeft': [-1.09126353, 0.268862039, 3.29751372], 'AnkleLeft': [-1.21183753, -0.0355289243, 3.493831], 'FootLeft': [-1.16210938, -0.121337891, 3.46484375], 'HipRight': [-0.918847859, 0.657072365, 3.17927146], 'KneeRight': [-0.830493331, 0.3120093, 3.426171], 'AnkleRight': [-0.769367456, 0.0377027839, 3.621956], 'FootRight': [-0.704192758, -0.03457383, 3.60372829], 'SpineShoulder': [-0.970759, 1.06279242, 2.92458344], 'HandTipLeft': [-1.11587644, 0.4599622, 3.057694], 'ThumbLeft': [-1.08344579, 0.520720959, 3.04628587], 'HandTipRight': [-0.7730924, 0.6073708, 3.360129], 'ThumbRight': [-0.8147114, 0.624525249, 3.22853875]};-20;-25;10;0.484;Undefined;-127.980;0.974;3.036;7.020;0.852;3.010;1.064;2.845;0.971;2.925
482;AW_221120;2020-11-22 15:11:21.487863;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;0.862;3.067;1.659;15:11:21.4878637;{'SpineBase': [-0.866288245, 0.6781645, 3.21114731], 'SpineMid': [-0.862074137, 0.9169044, 3.06660342], 'Neck': [-0.854533553, 1.148293, 2.91311169], 'Head': [-0.820474148, 1.26389861, 2.85689139], 'ShoulderLeft': [-0.949382544, 1.0166719, 2.87322187], 'ElbowLeft': [-1.01387453, 0.815274239, 2.95522141], 'WristLeft': [-1.00578606, 0.602249146, 3.03501987], 'HandLeft': [-1.00551939, 0.539259553, 3.07213664], 'ShoulderRight': [-0.729132533, 1.1077522, 3.044328], 'ElbowRight': [-0.7173809, 0.959195733, 3.2080164], 'WristRight': [-0.669543564, 0.772670031, 3.32624483], 'HandRight': [-0.643472, 0.7012447, 3.36782074], 'HipLeft': [-0.9053259, 0.660038054, 3.148589], 'KneeLeft': [-1.03162575, 0.274794579, 3.30767131], 'AnkleLeft': [-1.17157352, -0.0177837461, 3.484083], 'FootLeft': [-1.167061, -0.114456341, 3.473915], 'HipRight': [-0.810758352, 0.6833569, 3.21259761], 'KneeRight': [-0.7792535, 0.40354383, 3.3952322], 'AnkleRight': [-0.7543252, 0.0340115875, 3.62743378], 'FootRight': [-0.6953725, -0.04162228, 3.61505842], 'SpineShoulder': [-0.8570053, 1.09163618, 2.95321512], 'HandTipLeft': [-1.01705837, 0.4834728, 3.0996058], 'ThumbLeft': [-0.9736158, 0.5395802, 3.0686], 'HandTipRight': [-0.6387488, 0.65110755, 3.40524673], 'ThumbRight': [-0.6589994, 0.69600594, 3.36875]};-15;-20;-5;0.487;Undefined;-127.840;0.862;3.067;7.160;0.729;3.044;0.949;2.873;0.857;2.953
483;AW_221120;2020-11-22 15:11:21.732219;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037935958;0.778;3.091;1.673;15:11:21.7322193;{'SpineBase': [-0.793751657, 0.698633552, 3.23776841], 'SpineMid': [-0.7782671, 0.936926961, 3.09103727], 'Neck': [-0.7600181, 1.16786265, 2.93525338], 'Head': [-0.726924, 1.28272808, 2.872805], 'ShoulderLeft': [-0.8621702, 1.04334033, 2.898823], 'ElbowLeft': [-0.936990857, 0.846154749, 2.98180866], 'WristLeft': [-0.9355194, 0.6424571, 3.04823422], 'HandLeft': [-0.927618265, 0.57003057, 3.08080626], 'ShoulderRight': [-0.6341891, 1.11883962, 3.06026149], 'ElbowRight': [-0.6037205, 0.9630111, 3.21596265], 'WristRight': [-0.560963333, 0.822847664, 3.30604], 'HandRight': [-0.544196367, 0.767108262, 3.361856], 'HipLeft': [-0.83494556, 0.6829464, 3.177107], 'KneeLeft': [-0.91764617, 0.2742504, 3.31841636], 'AnkleLeft': [-1.01594484, -0.0331274569, 3.52224517], 'FootLeft': [-0.983886361, -0.113329507, 3.4780612], 'HipRight': [-0.737450361, 0.7010499, 3.236968], 'KneeRight': [-0.741978943, 0.410563022, 3.41665769], 'AnkleRight': [-0.7466816, 0.0370581821, 3.63430929], 'FootRight': [-0.685297847, -0.0447046831, 3.6101923], 'SpineShoulder': [-0.7650842, 1.11132967, 2.975951], 'HandTipLeft': [-0.9234189, 0.5047136, 3.10820556], 'ThumbLeft': [-0.894442856, 0.570264041, 3.07570028], 'HandTipRight': [-0.5226608, 0.704652548, 3.37602139], 'ThumbRight': [-0.542250633, 0.7403677, 3.35962486]};-10;-20;5;0.490;Undefined;-125.300;0.778;3.091;9.700;0.634;3.060;0.862;2.899;0.765;2.976
